E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"""/"" in author credentials, multiple instances",5+ forward slashes,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"""(galactic cosmic rays)"", ""(solar particle events)"", ""(artificially made organ-like structures)"", ""(such as mice)"", ""(a paper that is yet to be peer reviewed)""",20+ parentheses throughout,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""Nasa"", ""DNA"", ""US"", ""UK"", ""CDDO-EA"", ""CET"", ""DOI"", ""CC BY ND"", ""ESEB"", ""EkoEvo""",15+ abbreviations,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,None found,Compliant with E2R,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,None found,Compliant with E2R,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""2030s"", ""first step"", ""four astronauts"", ""two astronauts"", ""Artemis II"", ""Artemis III""",10+ numbers and dates,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""are planned"", ""are expected"", ""is planned"", ""remain hidden"", ""are extremely radioresistant"", ""is getting closer"", ""is yet to be peer reviewed"", ""be kept"", ""be brought back""",25+ passive constructions - major violation,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""don't discriminate"", ""can't hibernate"", ""won't be enough"", ""aren't fully realistic"", ""not one type"", ""not fully understood"", ""can't dehydrate""",15+ negative constructions,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""standing"", ""planning"", ""dreaming"", ""exploding"", ""sliding"", ""consisting"", ""increasing"", ""being"", ""using"", ""testing"", ""arriving"", ""learning"", ""hibernating"", ""understanding"", ""harnessing"", ""making"", ""damaging""",30+ gerunds - very frequent,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,Standard paragraph format,Web format - acceptable,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"Spanish section headers: ""Ciencia + Tecnología"", ""Júnior"", ""Bienestar"", ""Autoría"", ""Nuestros socios"", ""Cláusula de Divulgación""",10+ Spanish interface elements (bilingual site),Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""cosmic rays/particles/radiation"", ""astronauts/space travellers"", ""organisms/creatures""",NOT E2R compliant - should repeat same word for clarity,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""routinely"", ""directly"", ""artificially"", ""fully"", ""simultaneously"", ""especially"", ""extremely"", ""normally"", ""probably""",10+ adverbs found,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""most exciting"", ""first step"", ""even higher"", ""major challenge"", ""extremely radioresistant""",8+ superlatives,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""protons, helium nuclei, heavy ions and electrons"", ""tissues, organoids...or lab animals"", ""tissues, plants and animals""",5+ comma lists - should use bullet points,Claude,"NOT E2R compliant. Major violations: extensive passive voice (25+), very complex scientific vocabulary (cosmic rays, protons, helium nuclei, organoids, antioxidants, radioresistant), long sentences (25-31 words), unexplained abbreviations (CDDO-EA, ESEB), frequent negatives (15+), excessive gerunds (30+), adverbs (10+). Highly technical academic writing. Bilingual elements (Spanish headers). Requires extensive E2R adaptation.",60.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"""humanity's"", ""there's"", ""won't""",3 apostrophes - discouraged in E2R,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"""(galactic cosmic rays)"", ""(solar particle events)"", ""(artificially made organ-like structures)"", ""(such as mice)"", ""(a paper that is yet to be peer reviewed)""",9 parentheses found,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""Nasa"", ""Artemis II"", ""Artemis III"", ""DNA"", ""CDDO-EA"", ""US""","10 abbreviations, many technically complex",ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,None found,Compliant with E2R,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,None found,Compliant with E2R,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""2 December 2025"", ""2030s"", ""Next year"", ""The following year"", ""for a week"", ""decades away""",8 dates and time spans,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""are expected to explore"", ""is planned"", ""are used"", ""being built"", ""are produced""",15+ passive constructions,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""aren't fully realistic"", ""won't be enough"", ""can't hibernate"", ""are not fully understood""",10 negative sentences,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""planning return trips"", ""dreaming of Mars"", ""increasing the risk"", ""sending tissues"", ""supporting organisms' own stress responses""",18+ gerunds found,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,Multiple sentences grouped into long paragraphs,NOT E2R compliant per strict interpretation,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""galactic"", ""helium"", ""organoids"", ""tardigrades"", ""preprint"", ""radioresistant""",6 technical/scientific terms not commonly known,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""cosmic rays/radiation/particles"", ""organisms/animals/mice/creatures""",NOT E2R compliant - should repeat same word for clarity,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""directly"", ""routinely"", ""fully"", ""extremely"", ""probably""",9 adverbs found,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""most exciting accomplishments"", ""very own sun"", ""extremely radioresistant"", ""ultimate goal""",7 superlatives found,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""protons, helium nuclei, heavy ions and electrons"", ""machines and humans alike""",8 comma-separated lists - should use bullet points,ChatGPT,"NOT E2R compliant. Major violations: passive voice (15+), complex technical vocabulary (galactic, helium, organoids, tardigrades, radioresistant, preprint), apostrophes (humanity's, there's, won't), parentheses (9), abbreviations (10), frequent negatives (10), gerunds (18+), adverbs (9), superlatives (7), comma lists (8). Academic/scientific writing style. Requires major E2R adaptation.",45.0,13,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,None found.,The text is clean of complex symbols.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,None found in the main narrative.,"Quotation marks are used for dialogue, which is correct.",Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""UPM"", ""TVE"", ""CSDMM"".",Acronyms are used without immediate definition in the text body.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Identified by the tool,"""...que si con videos de Youtube…""",Suspension points (...) are used to imply an open-ended list.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,None found.,The text uses periods effectively.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""19.11.2025"" (Date).",No complex percentages or large figures found.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""se puede definir"" (can be defined), ""se sintió"" (felt/was felt).","The text frequently uses the Spanish reflexive passive (""se"").",Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""no me gusta"" (I don't like), ""nunca quiso"" (never wanted).",Several negative constructions are present; E2R prefers positive phrasing.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""aprendiendo"" (learning).",Present in the text.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Standard block paragraphs.,"The text does not follow the ""one sentence per line"" E2R layout rule.",Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""Podcast"", ""Online"", ""Youtube"".",Common English tech terms used within the Spanish text.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""Ingeniería"" / ""Carrera"" (degree); ""Ropa"" / ""Diseños"" (clothes/designs).",Vocabulary varies for stylistic reasons rather than maintaining E2R consistency.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""Justamente"" (precisely), ""Realmente"" (really).",Long adverbs are present.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""más innovadores"" (most innovative), ""consejo más valioso"".",Comparative and superlative structures are used.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""pasión, tenacidad y sobre todo constancia"".",Characteristics are listed inline with commas rather than bullet points.,Gemini,,10.0,14,https://www.upm.es/UPM/SalaPrensa/Noticias?id=CON24064&fmt=detail&prefmt=articulo,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,None found.,The text is clean of complex symbols.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"""(el ciervo, ardillas...)"", ""(descanso incluido)"".",Used for enumerations and clarifications within the text.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""h."" (hours), ""€"" (currency).",Standard abbreviations are used; no complex acronyms in the main description.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Identified by the tool,"""el ciervo... búho, etc.)"", ""Sin señal, sin rumbo...""",Used for open lists and dramatic pauses.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,"""...canciones y bailes; así no tendrán frío.""",Semicolons are used to separate related clauses.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""80 000 espectadores"", ""2025-2026"".",Large numbers and date ranges are present.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""se ha detenido"" (stopped itself), ""se ha convertido"" (has become).","Reflexive constructions are very common, acting as passive voice.",Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""no saben"" (they don't know), ""jamás olvidarán"" (they will never forget).",Negative phrasing is used to describe the plot.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,Mostly present and future tense used.,The text prefers finite verbs over gerunds in this instance.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Standard paragraph block.,"Sentences follow each other in a block, not one per line.",Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""Show"" (occasionally used in context), otherwise standard Spanish.",The core text is in Spanish.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""Niños"" / ""Peques"".",Synonyms are used to avoid repetition.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""Respectivamente"" (respectively).",It is important to mention that the adverb appears in the html but not in the web.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""cita ineludible"", ""espectáculos únicos"".",Strong adjectives and superlatives are used for promotion.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""(el ciervo, ardillas, reno, búho, etc.)"".",Lists of animals/elements are inline with commas.,Gemini,,10.0,14,https://www.esmadrid.com/agenda/circo-price-navidad-teatro-circo-price,Composition
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"""(FAA, por sus siglas en inglés)"", ""(el más grande del mundo)"".",Parentheses are used for acronym explanations and time formats.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""FAA"", ""EE.UU."".",Intensive use of acronyms that are not always explained immediately upon first use.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,Element not present in text.,"The tool says there are suspension points, however there are not.",Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""2025""",Use of years instead of text.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""estaban previstos"" (were scheduled).",Passive constructions and compound tenses are frequent.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
